3;270
3,02;269
3,04;267
3,06;265
3,08;264
3,1;264
3,12;262
3,14;260
3,16;259
3,18;258
3,2;257
3,22;255
3,24;253
3,26;251
3,28;249
3,3;248
3,32;246
3,34;245
3,36;244
3,38;244
3,4;243
3,42;243
3,44;243
3,46;242
3,48;241
3,5;241
3,52;239
3,54;240
3,56;238
3,58;239
3,6;239
3,62;238
3,64;237
3,66;237
3,68;236
3,7;236
3,72;235
3,74;234
3,76;234
3,78;233
3,8;233
3,82;234
3,84;235
3,86;235
3,88;234
3,9;234
3,92;235
3,94;234
3,96;232
3,98;230
4;229
4,02;229
4,04;228
4,06;227
4,08;226
4,1;226
4,12;225
4,14;224
4,16;221
4,18;221
4,2;222
4,22;221
4,24;219
4,26;219
4,28;217
4,3;217
4,32;216
4,34;216
4,36;214
4,38;214
4,4;213
4,42;213
4,44;211
4,46;212
4,48;211
4,5;211
4,52;212
4,54;212
4,56;213
4,58;214
4,6;215
4,62;215
4,64;215
4,66;216
4,68;217
4,7;217
4,72;216
4,74;216
4,76;217
4,78;217
4,8;217
4,82;218
4,84;218
4,86;218
4,88;219
4,9;220
4,92;219
4,94;219
4,96;218
4,98;218
5;217
5,02;216
5,04;216
5,06;216
5,08;215
5,1;216
5,12;215
5,14;215
5,16;214
5,18;214
5,2;213
5,22;214
5,24;213
5,26;212
5,28;213
5,3;213
5,32;213
5,34;215
5,36;215
5,38;215
5,4;215
5,42;215
5,44;215
5,46;216
5,48;215
5,5;216
5,52;216
5,54;216
5,56;218
5,58;218
5,6;218
5,62;219
5,64;218
5,66;218
5,68;217
5,7;218
5,72;219
5,74;219
5,76;219
5,78;220
5,8;221
5,82;222
5,84;224
5,86;223
5,88;223
5,9;224
5,92;223
5,94;224
5,96;225
5,98;224
6;225
6,02;226
6,04;227
6,06;226
6,08;227
6,1;227
6,12;225
6,14;227
6,16;227
6,18;228
6,2;229
6,22;230
6,24;229
6,26;229
6,28;228
6,3;230
6,32;230
6,34;230
6,36;230
6,38;231
6,4;231
6,42;232
6,44;231
6,46;231
6,48;230
6,5;231
6,52;232
6,54;233
6,56;233
6,58;232
6,6;232
6,62;231
6,64;232
6,66;232
6,68;232
6,7;233
6,72;233
6,74;233
6,76;234
6,78;235
6,8;236
6,82;237
6,84;238
6,86;238
6,88;238
6,9;240
6,92;240
6,94;240
6,96;241
6,98;242
7;244
7,02;243
7,04;244
7,06;245
7,08;245
7,1;246
7,12;247
7,14;248
7,16;247
7,18;249
7,2;250
7,22;250
7,24;249
7,26;251
7,28;251
7,3;251
7,32;249
7,34;249
7,36;250
7,38;249
7,4;250
7,42;248
7,44;249
7,46;249
7,48;249
7,5;249
7,52;249
7,54;249
7,56;249
7,58;248
7,6;249
7,62;248
7,64;248
7,66;249
7,68;249
7,7;250
7,72;250
7,74;251
7,76;251
7,78;251
7,8;253
7,82;255
7,84;258
7,86;259
7,88;261
7,9;263
7,92;264
7,94;264
7,96;264
7,98;264
8;265
8,02;267
8,04;267
8,06;270
8,08;269
8,1;271
8,12;272
8,14;273
8,16;274
8,18;274
8,2;275
8,22;275
8,24;275
8,26;275
8,28;276
8,3;276
8,32;275
8,34;276
8,36;277
8,38;277
8,4;277
8,42;277
8,44;276
8,46;276
8,48;275
8,5;276
8,52;275
8,54;274
8,56;273
8,58;274
8,6;274
8,62;272
8,64;273
8,66;273
8,68;273
8,7;274
8,72;276
8,74;277
8,76;278
8,78;280
8,8;281
8,82;283
8,84;284
8,86;285
8,88;285
8,9;286
8,92;287
8,94;289
8,96;290
8,98;291
9;292
9,02;293
9,04;294
9,06;295
9,08;297
9,1;298
9,12;298
9,14;298
9,16;297
9,18;298
9,2;296
9,22;296
9,24;296
9,26;296
9,28;295
9,3;296
9,32;297
9,34;299
9,36;299
9,38;299
9,4;300
9,42;302
9,44;301
9,46;301
9,48;302
9,5;302
9,52;304
9,54;305
9,56;304
9,58;304
9,6;306
9,62;306
9,64;308
9,66;310
9,68;312
9,7;313
9,72;313
9,74;314
9,76;314
9,78;314
9,8;314
9,82;314
9,84;315
9,86;314
9,88;313
9,9;314
9,92;314
9,94;315
9,96;312
9,98;314
10;313
10,02;314
10,04;314
10,06;314
10,08;313
10,1;313
10,12;313
10,14;312
10,16;311
10,18;311
10,2;310
10,22;310
10,24;311
10,26;310
10,28;312
10,3;312
10,32;311
10,34;314
10,36;315
10,38;317
10,4;319
10,42;320
10,44;321
10,46;321
10,48;322
10,5;324
10,52;324
10,54;326
10,56;330
10,58;332
10,6;333
10,62;334
10,64;336
10,66;339
10,68;340
10,7;340
10,72;342
10,74;345
10,76;346
10,78;347
10,8;346
10,82;346
10,84;345
10,86;344
10,88;341
10,9;340
10,92;339
10,94;337
10,96;336
10,98;335
11;334
11,02;334
11,04;334
11,06;333
11,08;332
11,1;330
11,12;331
11,14;330
11,16;328
11,18;327
11,2;326
11,22;326
11,24;324
11,26;324
11,28;323
11,3;325
11,32;325
11,34;323
11,36;322
11,38;323
11,4;323
11,42;324
11,44;322
11,46;323
11,48;324
11,5;325
11,52;323
11,54;322
11,56;322
11,58;323
11,6;322
11,62;322
11,64;324
11,66;325
11,68;324
11,7;325
11,72;328
11,74;327
11,76;327
11,78;328
11,8;328
11,82;327
11,84;329
11,86;328
11,88;329
11,9;327
11,92;328
11,94;329
11,96;329
11,98;329
12;328
12,02;330
12,04;330
12,06;330
12,08;330
12,1;328
12,12;328
12,14;331
12,16;331
12,18;332
12,2;334
12,22;336
12,24;335
12,26;338
12,28;336
12,3;338
12,32;340
12,34;342
12,36;342
12,38;343
12,4;344
12,42;343
12,44;342
12,46;344
12,48;344
12,5;340
12,52;340
12,54;340
12,56;340
