3;346
3,02;345
3,04;343
3,06;342
3,08;339
3,1;337
3,12;336
3,14;334
3,16;333
3,18;330
3,2;328
3,22;325
3,24;323
3,26;322
3,28;321
3,3;319
3,32;318
3,34;316
3,36;314
3,38;314
3,4;313
3,42;312
3,44;312
3,46;311
3,48;309
3,5;308
3,52;307
3,54;306
3,56;304
3,58;301
3,6;300
3,62;298
3,64;297
3,66;295
3,68;294
3,7;293
3,72;291
3,74;289
3,76;288
3,78;286
3,8;285
3,82;284
3,84;282
3,86;282
3,88;281
3,9;280
3,92;279
3,94;278
3,96;278
3,98;277
4;277
4,02;277
4,04;276
4,06;275
4,08;273
4,1;272
4,12;272
4,14;272
4,16;272
4,18;272
4,2;270
4,22;270
4,24;270
4,26;271
4,28;270
4,3;268
4,32;266
4,34;264
4,36;265
4,38;264
4,4;263
4,42;262
4,44;261
4,46;260
4,48;260
4,5;260
4,52;262
4,54;262
4,56;262
4,58;262
4,6;263
4,62;263
4,64;265
4,66;266
4,68;267
4,7;269
4,72;269
4,74;269
4,76;269
4,78;268
4,8;268
4,82;266
4,84;266
4,86;266
4,88;266
4,9;266
4,92;266
4,94;265
4,96;265
4,98;265
5;265
5,02;264
5,04;262
5,06;261
5,08;259
5,1;260
5,12;259
5,14;258
5,16;258
5,18;258
5,2;258
5,22;259
5,24;261
5,26;262
5,28;264
5,3;264
5,32;265
5,34;266
5,36;268
5,38;271
5,4;273
5,42;275
5,44;276
5,46;276
5,48;277
5,5;276
5,52;276
5,54;275
5,56;275
5,58;273
5,6;276
5,62;276
5,64;277
5,66;277
5,68;275
5,7;276
5,72;276
5,74;275
5,76;275
5,78;275
5,8;275
5,82;275
5,84;274
5,86;275
5,88;275
5,9;276
5,92;277
5,94;276
5,96;278
5,98;280
6;280
6,02;282
6,04;284
6,06;286
6,08;287
6,1;288
6,12;289
6,14;290
6,16;290
6,18;291
6,2;292
6,22;294
6,24;295
6,26;295
6,28;296
6,3;297
6,32;296
6,34;297
6,36;298
6,38;299
6,4;299
