3;303
3,02;300
3,04;299
3,06;299
3,08;294
3,1;294
3,12;293
3,14;296
3,16;299
3,18;298
3,2;299
3,22;301
3,24;298
3,26;296
3,28;295
3,3;295
3,32;290
3,34;295
3,36;297
3,38;296
3,4;297
3,42;292
3,44;293
3,46;293
3,48;294
3,5;293
3,52;288
3,54;292
3,56;290
3,58;294
3,6;290
3,62;285
3,64;286
3,66;284
3,68;285
3,7;282
3,72;279
3,74;274
3,76;273
3,78;276
3,8;276
3,82;282
3,84;284
3,86;287
3,88;285
3,9;283
3,92;279
3,94;275
3,96;272
3,98;271
4;269
4,02;269
4,04;272
4,06;272
4,08;270
4,1;273
4,12;269
4,14;269
4,16;267
4,18;268
4,2;265
4,22;263
4,24;258
4,26;260
4,28;263
4,3;263
4,32;267
4,34;272
4,36;269
4,38;267
4,4;270
4,42;269
4,44;269
4,46;267
4,48;268
4,5;272
4,52;273
4,54;268
4,56;268
4,58;268
4,6;264
4,62;261
4,64;259
4,66;258
4,68;261
4,7;262
4,72;266
4,74;270
4,76;269
4,78;267
4,8;272
4,82;277
4,84;279
4,86;280
4,88;278
4,9;280
4,92;279
4,94;274
4,96;272
4,98;269
5;264
5,02;258
5,04;257
5,06;261
5,08;263
5,1;267
5,12;268
5,14;272
5,16;281
5,18;283
5,2;286
5,22;285
5,24;291
5,26;287
5,28;287
5,3;287
5,32;285
5,34;284
5,36;280
5,38;284
5,4;287
5,42;283
5,44;287
5,46;289
5,48;296
5,5;296
5,52;298
5,54;299
5,56;302
5,58;302
5,6;304
5,62;305
5,64;299
5,66;295
5,68;297
5,7;296
5,72;291
5,74;289
5,76;285
5,78;283
5,8;286
5,82;288
5,84;294
5,86;297
5,88;298
5,9;302
5,92;309
5,94;312
5,96;310
5,98;310
6;305
6,02;303
6,04;302
6,06;301
6,08;302
6,1;305
6,12;306
6,14;314
6,16;316
6,18;319
6,2;320
6,22;320
6,24;315
6,26;316
6,28;315
6,3;314
6,32;316
6,34;315
6,36;317
6,38;324
6,4;321
6,42;319
6,44;318
6,46;315
6,48;316
6,5;318
6,52;317
6,54;323
6,56;325
6,58;324
6,6;328
6,62;330
6,64;324
6,66;322
6,68;320
6,7;316
6,72;319
6,74;317
6,76;319
6,78;329
6,8;331
6,82;333
6,84;333
6,86;333
6,88;329
6,9;331
6,92;334
6,94;327
6,96;325
6,98;325
7;327
7,02;330
7,04;327
7,06;322
7,08;323
7,1;322
7,12;322
7,14;324
7,16;330
7,18;331
7,2;333
7,22;344
7,24;348
7,26;350
7,28;347
7,3;350
7,32;349
7,34;345
7,36;342
7,38;342
7,4;343
7,42;339
7,44;340
7,46;344
7,48;345
7,5;346
7,52;346
7,54;347
7,56;339
7,58;338
7,6;340
7,62;344
7,64;344
7,66;345
7,68;352
7,7;352
7,72;354
7,74;356
7,76;358
7,78;360
7,8;356
7,82;352
7,84;356
7,86;358
7,88;358
7,9;360
7,92;359
7,94;354
7,96;355
7,98;360
8;362
8,02;368
8,04;365
8,06;364
8,08;368
8,1;369
8,12;366
8,14;365
8,16;362
8,18;360
8,2;360
8,22;362
8,24;365
8,26;372
8,28;364
8,3;364
8,32;364
8,34;365
8,36;365
8,38;369
8,4;366
8,42;370
8,44;366
8,46;378
8,48;378
8,5;378
8,52;375
8,54;377
8,56;378
8,58;379
8,6;377
8,62;373
8,64;372
8,66;373
8,68;368
8,7;372
8,72;363
8,74;363
8,76;363
8,78;366
8,8;368
8,82;373
8,84;368
8,86;372
8,88;376
8,9;372
8,92;375
8,94;371
8,96;365
8,98;363
9;362
9,02;362
9,04;364
9,06;368
9,08;363
9,1;370
9,12;368
9,14;371
9,16;378
9,18;372
9,2;372
9,22;372
9,24;372
9,26;365
9,28;368
9,3;368
9,32;366
9,34;361
9,36;359
9,38;361
9,4;363
9,42;361
9,44;366
9,46;372
9,48;379
9,5;383
9,52;391
9,54;394
9,56;396
9,58;391
9,6;394
9,62;394
9,64;394
9,66;393
9,68;390
9,7;387
9,72;384
9,74;378
9,76;377
9,78;373
9,8;376
9,82;374
9,84;378
9,86;378
9,88;382
9,9;380
9,92;381
9,94;380
9,96;379
9,98;375
10;382
10,02;384
10,04;388
10,06;389
10,08;390
10,1;390
10,12;397
10,14;398
10,16;400
10,18;398
10,2;396
10,22;388
10,24;386
10,26;384
10,28;381
10,3;379
10,32;381
10,34;384
10,36;393
10,38;402
10,4;399
10,42;404
10,44;403
10,46;403
10,48;403
10,5;404
10,52;403
10,54;403
10,56;407
10,58;410
10,6;420
10,62;422
10,64;422
10,66;421
10,68;421
10,7;422
10,72;420
10,74;418
10,76;416
10,78;410
10,8;406
10,82;408
10,84;406
10,86;393
10,88;393
10,9;386
10,92;383
10,94;379
10,96;375
10,98;376
11;373
11,02;373
11,04;374
11,06;381
11,08;376
11,1;376
11,12;380
11,14;376
11,16;375
11,18;374
11,2;374
11,22;378
11,24;382
11,26;389
11,28;388
11,3;393
11,32;389
11,34;387
11,36;377
11,38;372
11,4;372
11,42;366
11,44;370
11,46;369
11,48;377
11,5;382
11,52;384
11,54;384
11,56;384
11,58;381
11,6;376
11,62;378
11,64;380
11,66;376
11,68;379
11,7;379
11,72;387
11,74;389
11,76;389
11,78;384
11,8;383
11,82;380
11,84;375
11,86;377
11,88;376
11,9;369
11,92;372
11,94;371
11,96;373
11,98;380
12;384
12,02;385
12,04;390
12,06;387
12,08;384
12,1;389
12,12;387
12,14;384
12,16;385
12,18;382
12,2;385
12,22;389
12,24;388
12,26;385
12,28;380
12,3;377
12,32;374
12,34;379
12,36;380
12,38;379
12,4;376
12,42;374
12,44;375
12,46;379
12,48;380
12,5;376
12,52;373
12,54;377
12,56;377
12,58;379
12,6;375
12,62;375
12,64;374
12,66;374
12,68;376
12,7;384
12,72;386
12,74;386
12,76;385
12,78;386
12,8;382
12,82;375
12,84;372
12,86;375
12,88;371
12,9;370
12,92;370
12,94;375
12,96;379
12,98;381
13;380
13,02;382
13,04;382
13,06;381
13,08;376
13,1;373
13,12;369
13,14;370
13,16;368
13,18;373
13,2;375
13,22;379
13,24;379
13,26;387
13,28;388
13,3;384
13,32;381
13,34;376
13,36;371
13,38;368
13,4;369
13,42;374
13,44;376
13,46;379
13,48;382
13,5;389
13,52;386
13,54;390
13,56;391
13,58;386
13,6;381
13,62;377
13,64;376
13,66;376
13,68;374
13,7;376
13,72;377
13,74;382
13,76;381
13,78;384
13,8;390
13,82;391
13,84;389
13,86;387
13,88;390
13,9;387
13,92;388
13,94;389
13,96;385
13,98;384
14;379
14,02;380
14,04;384
14,06;380
14,08;379
14,1;378
14,12;380
14,14;377
14,16;382
14,18;381
14,2;380
14,22;377
14,24;377
14,26;376
14,28;373
14,3;371
14,32;369
14,34;367
14,36;371
14,38;371
14,4;374
14,42;375
14,44;374
14,46;372
14,48;370
14,5;366
14,52;370
14,54;372
14,56;365
14,58;370
14,6;381
14,62;381
14,64;382
14,66;385
14,68;381
14,7;382
14,72;376
14,74;373
14,76;374
14,78;367
14,8;361
14,82;364
14,84;367
14,86;362
14,88;365
14,9;367
14,92;367
14,94;372
14,96;373
14,98;377
15;380
15,02;381
15,04;377
15,06;372
15,08;371
15,1;368
15,12;372
15,14;367
15,16;361
15,18;365
15,2;372
15,22;376
15,24;377
15,26;378
15,28;375
15,3;374
15,32;368
15,34;364
15,36;364
15,38;361
15,4;361
15,42;366
15,44;371
15,46;375
15,48;376
15,5;380
15,52;379
15,54;382
15,56;379
15,58;381
15,6;384
15,62;384
15,64;388
15,66;382
15,68;386
15,7;383
15,72;374
15,74;365
15,76;361
15,78;361
15,8;361
15,82;364
15,84;368
15,86;376
15,88;387
15,9;393
15,92;399
15,94;394
15,96;391
15,98;387
16;383
16,02;379
16,04;382
16,06;382
16,08;383
16,1;388
16,12;392
16,14;389
16,16;384
16,18;382
16,2;380
16,22;376
16,24;374
16,26;375
16,28;380
16,3;383
16,32;389
16,34;397
16,36;400
16,38;396
16,4;394
16,42;389
16,44;383
16,46;378
16,48;381
16,5;385
16,52;390
16,54;399
16,56;412
16,58;415
16,6;417
16,62;418
16,64;414
16,66;407
16,68;402
16,7;399
16,72;396
16,74;394
16,76;395
16,78;390
16,8;389
16,82;384
16,84;383
16,86;386
16,88;383
16,9;382
16,92;389
16,94;390
16,96;388
16,98;384
17;379
17,02;371
17,04;368
17,06;369
17,08;368
17,1;374
17,12;374
17,14;379
17,16;380
17,18;378
17,2;381
17,22;378
17,24;380
17,26;376
17,28;373
17,3;370
17,32;369
17,34;373
17,36;369
17,38;362
17,4;358
17,42;362
17,44;370
17,46;372
17,48;374
17,5;373
17,52;372
17,54;373
17,56;375
17,58;376
17,6;369
17,62;365
17,64;366
17,66;369
17,68;370
17,7;370
17,72;368
17,74;371
17,76;373
17,78;372
17,8;368
17,82;367
17,84;363
17,86;359
17,88;354
17,9;352
17,92;348
17,94;343
17,96;341
17,98;348
18;353
18,02;354
18,04;359
18,06;363
18,08;369
18,1;372
18,12;373
18,14;377
18,16;377
18,18;372
18,2;373
18,22;371
18,24;368
18,26;363
18,28;357
18,3;354
18,32;357
18,34;353
18,36;354
18,38;362
18,4;367
18,42;368
18,44;371
18,46;363
18,48;364
18,5;364
18,52;360
